product_ordered,organizationId,min_price,max_price,frequency,25_groups,35_groups,40_groups
LIME SEEDLESS,TCNs6ubTKBzMTsSdTGOe,3.6,5.0,150,16,34,15
LIME SEEDLESS,ezhwwSmXIE1jeZlmtHDa,4.0,5.5,98,16,34,15
LIME SEEDLESS,COQNBALLS,5.0,5.0,99,16,34,15
LIME SEEDLESS,SARNIES,5.0,5.5,288,16,34,15
LIME SEEDLESS,x9bviQCfs5FSKkJJPnFj,3.5,6.0,290,16,34,15
LIME SEEDLESS,4b6e7dcd-cab1-45c8-a19d-9ea1b851e0bc,5.0,5.5,310,16,34,15
LIME SEEDLESS,tMffMi0bBNVlzTLTBHiL,3.6,3.6,262,16,34,15
LIME SEEDLESS,Y7UmL0O87UJXe0mlOJ2h,2.8,5.5046,547,16,34,15
LIME SEEDLESS,2SBVln3dsn5IX35mnJvy,3.5,5.5,538,16,34,15
LIME SEEDLESS,BURNTENDS,3.6,9.9,871,16,34,15
LIME SEEDLESS,tFwVht0zVlzfYANIVoKb,5.0,5.0,837,16,34,15
COPPINI OLIVE OIL EXTRA VIRGIN,yNLDhDuX7anISJyEgDj8,6.0,40.0,66,7,6,15
COPPINI OLIVE OIL EXTRA VIRGIN,zoARnHnZ7cC6dwm7aAqW,6.0,40.0,88,7,6,15
COPPINI OLIVE OIL EXTRA VIRGIN,Bsgcow9GwJju2TLmcD4F,6.0,11.0,173,7,6,15
NF BEAUTEX KITCHEN TOWEL,yNLDhDuX7anISJyEgDj8,4.5,4.5,66,14,6,15
NF BEAUTEX KITCHEN TOWEL,zoARnHnZ7cC6dwm7aAqW,4.5,4.5,148,14,6,15
NF BEAUTEX KITCHEN TOWEL,Bsgcow9GwJju2TLmcD4F,4.5,4.5,148,14,6,15
CHIMI SEEDLESS LIME LIME,yNLDhDuX7anISJyEgDj8,3.9,25.0,62,16,34,15
CHIMI SEEDLESS LIME LIME,aoeJwHxr95mYHBXpcfOh,3.9,3.9,139,16,34,15
CABBAGE REDCABBAGE PURPLE,yNLDhDuX7anISJyEgDj8,2.3,2.6,61,14,28,12
COPPINI POMACE OLIVE OIL LIT,yNLDhDuX7anISJyEgDj8,30.0,32.0,61,7,6,15
MOZZ CHEESE SHREDDED DAN HALAL,1ug2e9WJ4l2tUWVS2cih,10.0,10.0,103,13,5,32
SUTCHI FLT UP IQF,1ug2e9WJ4l2tUWVS2cih,26.0,27.0,101,14,6,15
EXTRA YIELD COOKING CREAM ANCHOR NZ HALAL,1ug2e9WJ4l2tUWVS2cih,5.65,5.65,59,14,6,2
PI PARMESAN SHREDDED CHEESE AUST HALAL,1ug2e9WJ4l2tUWVS2cih,18.0,18.5,58,13,5,32
CHK WINGS MIDJT BRZ SEARA HALAL,1ug2e9WJ4l2tUWVS2cih,5.9,6.0,57,3,5,2
CHK LEG BL SO BRZ NAT HALAL,1ug2e9WJ4l2tUWVS2cih,5.7,5.9,55,3,5,2
BTIGER PDTON,1ug2e9WJ4l2tUWVS2cih,16.0,16.0,50,14,6,15
DMESCLUN SALAD,1ug2e9WJ4l2tUWVS2cih,8.5,8.5,48,14,6,15
CHEDDAR SHREDDED CHEESE AUST HALAL,1ug2e9WJ4l2tUWVS2cih,11.0,17.0,45,13,5,32
ASAHI SUPER DRY BEER,1ug2e9WJ4l2tUWVS2cih,211.2,217.5,42,14,6,15
ASAHI SUPER DRY BEER,RAtjEwAw5JZqX46E7fUD,82.4,217.0,38,14,6,15
ASAHI SUPER DRY BEER,COQNBALLS,116.0,230.5,107,14,6,15
ASAHI SUPER DRY BEER,A9KBK7FuOowtwmzRlqHn,82.4,230.5,115,14,6,15
SILVER FISH,1ug2e9WJ4l2tUWVS2cih,11.5,11.5,42,14,7,15
MUSSEL HALF SHELL NZ,1ug2e9WJ4l2tUWVS2cih,10.2,13.5,42,14,6,15
MUSSEL HALF SHELL NZ,A9KBK7FuOowtwmzRlqHn,9.5,12.35,164,14,6,15
SHOESTRING FRIES LAMB WESTON,1ug2e9WJ4l2tUWVS2cih,7.125,7.125,41,8,14,19
SPRING ROLL HALAL,1ug2e9WJ4l2tUWVS2cih,10.5,11.7,40,14,5,1
CHK KARAAGE HALAL,1ug2e9WJ4l2tUWVS2cih,10.2,10.2,40,3,5,2
DUCK BREAST SMK BL,1ug2e9WJ4l2tUWVS2cih,14.0,14.0,40,3,6,15
BLACK TIGER PRAWN,IqrZb4R8IBBBX72xbr6O,15.0,15.5,112,14,21,0
BLACK TIGER PRAWN,d7SEd3s5IO8OFTGbhm3U,15.0,16.8,333,14,21,0
POTATOES USA,IqrZb4R8IBBBX72xbr6O,1.9,2.8,104,14,6,15
POTATOES USA,d7SEd3s5IO8OFTGbhm3U,1.9,2.8,378,14,6,15
HERB FRESH,IqrZb4R8IBBBX72xbr6O,1.5,1.9,88,17,20,10
HERB FRESH,d7SEd3s5IO8OFTGbhm3U,1.3,2.8,283,17,20,10
MESCLUN MIX SALAD,IqrZb4R8IBBBX72xbr6O,12.0,22.5,87,14,9,15
MESCLUN MIX SALAD,d7SEd3s5IO8OFTGbhm3U,12.0,22.5,269,14,9,15
FRESH SQUID WHOLE,IqrZb4R8IBBBX72xbr6O,14.5,14.5,81,6,22,10
CHICKEN EGG,IqrZb4R8IBBBX72xbr6O,0.19,0.3,78,2,29,17
CHICKEN EGG,d7SEd3s5IO8OFTGbhm3U,0.19,0.32,242,2,29,17
ONION LARGE YELLOW,IqrZb4R8IBBBX72xbr6O,1.25,1.25,76,22,2,4
ONION LARGE YELLOW,d7SEd3s5IO8OFTGbhm3U,1.25,1.2509,295,22,2,4
ONION LARGE YELLOW,mbqvoTlZSi1aN0wjFDGn,1.25,1.25,479,22,2,4
PARSLEY ENGLISH,IqrZb4R8IBBBX72xbr6O,5.5,6.8,72,14,25,15
PARSLEY ENGLISH,d7SEd3s5IO8OFTGbhm3U,5.5,7.3,232,14,25,15
OCEAN GEMS MSC FZ RAW ABROLHOS OCTOPUS TENTACLES,IqrZb4R8IBBBX72xbr6O,40.0,49.5,65,3,6,15
FROZEN ASIATICWHITE CLAM,IqrZb4R8IBBBX72xbr6O,5.0,5.0,64,14,6,11
FROZEN ASIATICWHITE CLAM,d7SEd3s5IO8OFTGbhm3U,5.0,5.0,313,14,6,11
ORANGES,IqrZb4R8IBBBX72xbr6O,0.45,0.45,62,14,6,15
ORANGES,d7SEd3s5IO8OFTGbhm3U,0.45,0.45,244,14,6,15
APPLE RED,IqrZb4R8IBBBX72xbr6O,0.35,0.35,60,14,4,20
APPLE RED,d7SEd3s5IO8OFTGbhm3U,0.35,0.38,230,14,4,20
BEEF RIBEYE STEAK MIDFIELD CHILLED AUSTRALIA,IqrZb4R8IBBBX72xbr6O,29.8,42.0,60,9,3,34
TOMATOES BUNCH,IqrZb4R8IBBBX72xbr6O,52.0,57.5,57,14,6,13
BO CHORIZO SAUSAGE UNCOOKED HUBERS CHILLED SINGAPORE,IqrZb4R8IBBBX72xbr6O,20.0,20.0,56,14,6,15
ROCKETARRUGULA SALAD,IqrZb4R8IBBBX72xbr6O,24.0,24.0,51,14,6,15
ONION LARGE RED,IqrZb4R8IBBBX72xbr6O,1.25,1.6,47,22,2,4
BIG TUBE ICE,THATBAR,6.0,6.0,116,4,6,9
CAPTAIN MORGANSPICED GOLDRUM,THATBAR,48.5,48.5,9,14,6,15
POPCORN CHICKEN HALAL,THATBAR,105.0,105.0,17,19,29,2
ASAHIPINTSUPER DRY,THATBAR,82.4,82.4,8,14,6,15
DAVIDS SS,THATBAR,100.0,100.0,1,14,6,15
SHOESTRING FRIES,THATBAR,5.4,5.4,13,8,14,19
MONKEY SHOULDER,THATBAR,55.0,58.0,13,14,6,15
PW TEMPURA SQUID RING,THATBAR,82.5,82.5,12,14,7,15
HEI KEG DAVID,THATBAR,207.48,207.48,9,14,6,15
SHREDDED MOZZARELLA,THATBAR,22.0,22.0,12,14,6,32
JINRO SOJU GREEN GRAPE,THATBAR,7.5,7.5,7,20,19,3
KRONENBOURG BLANCPINT,THATBAR,101.68,101.68,6,14,6,15
ONDEH ONDEH CAKE,THATBAR,33.1,34.5,10,14,6,15
TANQUERAYLONDONGIN,THATBAR,57.0,57.0,5,14,6,15
PIZZA BLEND,THATBAR,24.0,24.0,10,14,6,15
SINGLETONDUFFTOWNWHISKYNO IBC,THATBAR,80.5,80.5,5,14,6,15
CORIANDER LEAF,THATBAR,7.5,8.5,10,14,6,15
MARINATED CHICKEN CUTLET,HF3Jl0xM91QISNT4x421,27.5,27.5,142,19,29,17
MARINATED CHICKEN CUTLET,hPIiQloeyM6N7SybpXnN,27.5,27.5,159,19,29,17
FRESH SEABASS FILLET,HF3Jl0xM91QISNT4x421,12.3,14.1,119,6,5,10
FRESH SEABASS FILLET,hPIiQloeyM6N7SybpXnN,12.3,14.1,159,6,5,10
FRESH SEABASS FILLET,oLLwt6RtVdHvv2xTqvQD,12.3,14.1,161,6,5,10
GARDENIA PLAIN HALF BAGUETTE,HF3Jl0xM91QISNT4x421,2.5,3.0,102,14,6,15
GARDENIA PLAIN HALF BAGUETTE,hPIiQloeyM6N7SybpXnN,2.5,3.0,125,14,6,15
GARDENIA PLAIN HALF BAGUETTE,oLLwt6RtVdHvv2xTqvQD,2.5,3.0,113,14,6,15
FARMLAND FROZEN SWEET CORN,HF3Jl0xM91QISNT4x421,5.5,6.5,101,7,14,7
FARMLAND FROZEN SWEET CORN,hPIiQloeyM6N7SybpXnN,5.5,6.5,107,7,14,7
FARMLAND FROZEN SWEET CORN,oLLwt6RtVdHvv2xTqvQD,6.5,6.5,140,7,14,7
CABBAGE LOOSE,HF3Jl0xM91QISNT4x421,0.12,1.2,98,14,28,12
CABBAGE LOOSE,hPIiQloeyM6N7SybpXnN,0.9,1.2,79,14,28,12
CABBAGE LOOSE,oLLwt6RtVdHvv2xTqvQD,1.2,1.2,95,14,28,12
BEST FOODS MAYO MAGIC,HF3Jl0xM91QISNT4x421,35.0,37.4,98,14,6,15
ORION TEMPURA BATTER,HF3Jl0xM91QISNT4x421,84.63,92.67,94,14,7,15
ORION TEMPURA BATTER,hPIiQloeyM6N7SybpXnN,84.63,92.67,99,14,7,15
ORION TEMPURA BATTER,oLLwt6RtVdHvv2xTqvQD,84.63,92.67,114,14,7,15
REDMAN PLAIN FLOUR,HF3Jl0xM91QISNT4x421,2.3,2.3,94,21,17,15
REDMAN PLAIN FLOUR,hPIiQloeyM6N7SybpXnN,2.3,2.3,109,21,17,15
REDMAN PLAIN FLOUR,oLLwt6RtVdHvv2xTqvQD,2.3,2.3,110,21,17,15
ICE MOUNTAIN DRINKING WATER BOTS,HF3Jl0xM91QISNT4x421,8.15,8.15,90,12,6,9
GOLDEN KNIFE JASMINE FRAGRANT RICE,HF3Jl0xM91QISNT4x421,8.5,8.5,87,14,6,15
GOLDEN KNIFE JASMINE FRAGRANT RICE,hPIiQloeyM6N7SybpXnN,8.5,8.5,80,14,6,15
WHITE BUTTON MUSHROOM,HF3Jl0xM91QISNT4x421,15.5,15.5,85,11,10,29
WHITE BUTTON MUSHROOM,oLLwt6RtVdHvv2xTqvQD,15.5,15.5,108,11,10,29
WHITE BUTTON MUSHROOM,0sBibqOyTiY2TMwvultj,10.5,12.0,448,11,10,29
SERVIETTE,HF3Jl0xM91QISNT4x421,0.75,0.75,85,14,6,15
SERVIETTE,oLLwt6RtVdHvv2xTqvQD,0.75,0.75,89,14,6,15
CHILEAN SEA BASS FILLET,HF3Jl0xM91QISNT4x421,45.0,55.0,76,10,5,15
CHILEAN SEA BASS FILLET,hPIiQloeyM6N7SybpXnN,45.0,55.0,95,10,5,15
ICED LEMON TEA CONCENTRATE,HF3Jl0xM91QISNT4x421,15.0,15.0,75,14,12,6
FARMLAND CHILLI SAUCE,HF3Jl0xM91QISNT4x421,31.2,47.0,74,13,8,23
FARMLAND CHILLI SAUCE,oLLwt6RtVdHvv2xTqvQD,31.2,47.0,91,13,8,23
MUSHROOM ENOKI LOOSE,HF3Jl0xM91QISNT4x421,0.6,1.1,73,11,30,21
MUSHROOM ENOKI LOOSE,hPIiQloeyM6N7SybpXnN,0.6,1.1,80,11,30,21
FARMLAND CALIFORNIA MIX,HF3Jl0xM91QISNT4x421,3.7,3.7,71,14,9,15
FRIES LUTOSA COATED SHOESTRING FZ,aoeJwHxr95mYHBXpcfOh,3.8,3.8,120,8,14,19
FRIES LUTOSA COATED SHOESTRING FZ,zoARnHnZ7cC6dwm7aAqW,3.8,3.8,136,8,14,19
BEEF FLANK STEAK MIDFIELD CHILLED AUSTRALIA,aoeJwHxr95mYHBXpcfOh,24.0,25.0,119,9,3,34
CHIMI BLACKBERRIES BLACKBERRIES,aoeJwHxr95mYHBXpcfOh,7.5,7.8,98,14,6,15
CHIMI STRAWBERRIES STRAWBERRIES,aoeJwHxr95mYHBXpcfOh,4.4,9.5,93,14,6,15
OIL GOLDEN CIRCLE CORN,aoeJwHxr95mYHBXpcfOh,10.5,10.5,86,7,22,7
CHIMI LEMONLEMON,aoeJwHxr95mYHBXpcfOh,0.5,0.5,81,14,6,15
HALF SHELL SCALLOP,706c3aa4-776e-4300-9108-80eb6771dffb,5.0,8.0,129,14,6,15
HALF SHELL SCALLOP,A9KBK7FuOowtwmzRlqHn,5.0,40.0,422,14,6,15
FRESH SALMON FILLET,706c3aa4-776e-4300-9108-80eb6771dffb,21.5,27.5,93,6,5,10
FRESH SALMON FILLET,A9KBK7FuOowtwmzRlqHn,21.0,36.5,193,6,5,10
FRESH SALMON FILLET,Nq0MaGT0ku8KDsCkSKc3,21.0,39.8,534,6,5,10
TUBE ICE BABY ICE,706c3aa4-776e-4300-9108-80eb6771dffb,3.5,3.5,73,4,6,9
BAMBOO CLAM,706c3aa4-776e-4300-9108-80eb6771dffb,3.5,5.0,69,14,6,11
OYSTER MEAT,706c3aa4-776e-4300-9108-80eb6771dffb,8.0,9.5,66,14,6,15
BOILED SCALLOP,706c3aa4-776e-4300-9108-80eb6771dffb,9.0,13.0,64,14,6,15
FROZEN WHITE CLAM,706c3aa4-776e-4300-9108-80eb6771dffb,3.8,4.0,62,22,10,11
FROZEN WHITE CLAM,A9KBK7FuOowtwmzRlqHn,3.8,4.0,216,22,10,11
HANDING FEES,706c3aa4-776e-4300-9108-80eb6771dffb,16.0,100.0,60,14,6,15
GST,706c3aa4-776e-4300-9108-80eb6771dffb,47.78,970.4,59,14,6,15
SCAMPIES,706c3aa4-776e-4300-9108-80eb6771dffb,10.0,12.2,59,14,6,15
BLACK TIGER HOSO PJ,706c3aa4-776e-4300-9108-80eb6771dffb,11.5,11.5,58,14,21,0
BLACK TIGER HOSO PJ,A9KBK7FuOowtwmzRlqHn,11.5,11.5,309,14,21,0
FLOWER CRAB,706c3aa4-776e-4300-9108-80eb6771dffb,5.8,10.0,57,14,6,38
LOBSTER BOSTON COOKED HALF,706c3aa4-776e-4300-9108-80eb6771dffb,21.0,30.2,54,14,6,0
LOBSTER BOSTON COOKED HALF,A9KBK7FuOowtwmzRlqHn,21.0,30.2,362,14,6,0
EBI FRY,706c3aa4-776e-4300-9108-80eb6771dffb,1.9,4.0,53,14,6,15
CRAYFISH,706c3aa4-776e-4300-9108-80eb6771dffb,11.5,12.0,53,14,6,15
BEEF MELTIQUE STRIPLOIN,706c3aa4-776e-4300-9108-80eb6771dffb,25.5,31.95,52,9,3,34
BEEF MELTIQUE CUBE,706c3aa4-776e-4300-9108-80eb6771dffb,25.5,31.0,52,9,3,34
PF FREEZEPAK CHK POPCORN,zoARnHnZ7cC6dwm7aAqW,9.5,10.5,130,3,6,15
BEEF FLANK STEAK BRAND MIDFIELD CONDITION CHILLED COUNTRY AUSTRALIA,zoARnHnZ7cC6dwm7aAqW,19.0,25.0,111,9,3,34
CHIMI SEEDLESS LIME LIME SEEDLESS,zoARnHnZ7cC6dwm7aAqW,3.9,3.9,102,16,34,15
OIL PD COOKING OIL,zoARnHnZ7cC6dwm7aAqW,35.0,48.0,104,7,6,15
OIL PD COOKING OIL,COQNBALLS,34.0,44.0,95,7,6,15
OIL PD COOKING OIL,OjKlvfiNMdOMarxa4K8T,34.0,44.0,209,7,6,15
CHK BL SL FZ SA,zoARnHnZ7cC6dwm7aAqW,4.6,6.8,93,3,6,2
BEV COKE,zoARnHnZ7cC6dwm7aAqW,12.5,14.0,82,14,6,15
MSC HADDOCK PORTION,hPIiQloeyM6N7SybpXnN,64.8,90.0,125,14,6,15
MSC HADDOCK PORTION,oLLwt6RtVdHvv2xTqvQD,64.8,90.0,127,14,6,15
WHITE ONION LOOSE,hPIiQloeyM6N7SybpXnN,1.5,1.5,115,22,10,4
WHITE ONION LOOSE,oLLwt6RtVdHvv2xTqvQD,1.5,1.5,97,22,10,4
LADYS CHOICE MAYO BURGER,hPIiQloeyM6N7SybpXnN,34.5,36.9,109,14,24,15
CARROT LOOSE,hPIiQloeyM6N7SybpXnN,1.5,1.5,88,15,6,32
LAMB WESTON BATTERED ONION RINGS,hPIiQloeyM6N7SybpXnN,11.57,14.07,86,22,2,4
LAMB WESTON BATTERED ONION RINGS,oLLwt6RtVdHvv2xTqvQD,11.57,14.07,107,22,2,4
LAMB WESTON STEALTH FRIES REGULAR CUT SKINON,hPIiQloeyM6N7SybpXnN,9.6,11.85,83,8,14,19
SUTCHI FILLET VALUE,hPIiQloeyM6N7SybpXnN,15.0,25.0,75,6,5,15
MAGGI MASHED POTATO COMPLETE MIX,hPIiQloeyM6N7SybpXnN,15.5,15.5,80,21,23,33
MAGGI MASHED POTATO COMPLETE MIX,oLLwt6RtVdHvv2xTqvQD,15.5,15.5,100,21,23,33
BUTTON MUSHROOM SLICED SAUTEED,g9QftLgXUFRl66aGxcrM,5.95,7.9,167,11,32,29
BUTTON MUSHROOM SLICED SAUTEED,drkMZqX0pcuEgyAuEeJz,5.95,7.9,195,11,32,29
TOMATOES RIPEN XL,g9QftLgXUFRl66aGxcrM,14.5,20.1,159,14,6,13
VEGETABLE RATATOUILLE,g9QftLgXUFRl66aGxcrM,4.95,5.1,141,14,6,15
VEGETABLE RATATOUILLE,3JgfXd0ZmpKaIHFIOKwi,4.95,5.1,244,14,6,15
VEGETABLE RATATOUILLE,zxi6JMIx4lraztwzQB3Y,4.95,5.1,252,14,6,15
VEGETABLE RATATOUILLE,drkMZqX0pcuEgyAuEeJz,4.95,5.1,329,14,6,15
GERMAN POTATO SALAD,g9QftLgXUFRl66aGxcrM,14.0,14.0,132,21,23,33
HIG FZN SOURDOUGH BUN,g9QftLgXUFRl66aGxcrM,17.36,27.55,119,14,24,18
HIG FZN SOURDOUGH BUN,3JgfXd0ZmpKaIHFIOKwi,16.0,27.55,255,14,24,18
HIG FZN SOURDOUGH BUN,zxi6JMIx4lraztwzQB3Y,16.0,29.92,289,14,24,18
HIG FZN SOURDOUGH BUN,drkMZqX0pcuEgyAuEeJz,16.0,27.55,385,14,24,18
LAMB WESTON STEALTH STEAK SKINON FRIES,g9QftLgXUFRl66aGxcrM,24.0,24.0,118,8,14,19
LAMB WESTON STEALTH STEAK SKINON FRIES,3JgfXd0ZmpKaIHFIOKwi,24.0,24.0,253,8,14,19
LAMB WESTON STEALTH STEAK SKINON FRIES,zxi6JMIx4lraztwzQB3Y,24.0,24.0,282,8,14,19
LAMB WESTON STEALTH STEAK SKINON FRIES,drkMZqX0pcuEgyAuEeJz,24.0,24.0,361,8,14,19
GREEN CORAL LETTICE WASHED,g9QftLgXUFRl66aGxcrM,8.4,8.7,112,20,19,3
GREEN CORAL LETTUCE WASHED,g9QftLgXUFRl66aGxcrM,6.7,8.7,112,23,11,22
GREEN CORAL LETTUCE WASHED,drkMZqX0pcuEgyAuEeJz,8.4,8.7,216,23,11,22
HIG FZN MULTIGRAIN BUN,g9QftLgXUFRl66aGxcrM,19.7,29.92,101,14,24,18
HIG FZN MULTIGRAIN BUN,3JgfXd0ZmpKaIHFIOKwi,16.75,29.92,223,14,24,18
HIG FZN MULTIGRAIN BUN,zxi6JMIx4lraztwzQB3Y,16.0,29.92,280,14,24,18
HIG FZN MULTIGRAIN BUN,drkMZqX0pcuEgyAuEeJz,16.75,29.92,314,14,24,18
KRAUTKNOLLEGERMAN CABBAGE SALAD,g9QftLgXUFRl66aGxcrM,8.0,9.3,98,14,28,12
GERMAN SAUERKRAUT,g9QftLgXUFRl66aGxcrM,4.45,4.9,95,14,6,15
TENDER GOURMET CHICKEN BREASTS,g9QftLgXUFRl66aGxcrM,88.32,158.4,92,19,29,17
TENDER GOURMET CHICKEN BREASTS,drkMZqX0pcuEgyAuEeJz,88.32,158.4,235,19,29,17
QB FOOD UK SLICED CHEDDAR,g9QftLgXUFRl66aGxcrM,12.41,15.0,88,14,32,15
SPICY VEGGIEVEGAN PATTY,g9QftLgXUFRl66aGxcrM,67.2,77.7,81,14,6,15
HIG FZN PRETZEL BURGER BUN,g9QftLgXUFRl66aGxcrM,29.65,29.82,81,14,24,18
HIG FZN PRETZEL BURGER BUN,3JgfXd0ZmpKaIHFIOKwi,29.65,29.92,233,14,24,18
HIG FZN PRETZEL BURGER BUN,zxi6JMIx4lraztwzQB3Y,29.65,29.82,241,14,24,18
HIG FZN PRETZEL BURGER BUN,drkMZqX0pcuEgyAuEeJz,29.65,29.82,242,14,24,18
HIG BREADSTICKS,g9QftLgXUFRl66aGxcrM,11.6,11.6,79,14,6,15
HIG BREADSTICKS,3JgfXd0ZmpKaIHFIOKwi,11.6,11.6,204,14,6,15
HIG BREADSTICKS,zxi6JMIx4lraztwzQB3Y,11.6,11.6,253,14,6,15
HIG BREADSTICKS,drkMZqX0pcuEgyAuEeJz,11.6,11.6,213,14,6,15
UNI NARABI,6sjtUA8uHXk1vGca9ltC,88.0,420.0,168,14,6,15
FRESH SCALLOP MEAT,6sjtUA8uHXk1vGca9ltC,47.6,70.0,134,6,6,10
HON WASABI,6sjtUA8uHXk1vGca9ltC,29.0,338.0,132,14,6,15
SABA,6sjtUA8uHXk1vGca9ltC,46.0,59.0,122,14,6,15
MAGURO OOTORO NO,6sjtUA8uHXk1vGca9ltC,124.0,180.0,118,14,6,15
YUZU,6sjtUA8uHXk1vGca9ltC,4.0,13.0,112,14,6,15
KAIWAREDAIKON,6sjtUA8uHXk1vGca9ltC,2.0,2.0,103,14,6,15
AKAGAI,6sjtUA8uHXk1vGca9ltC,47.0,91.0,102,14,6,15
FZ OGO NORI,6sjtUA8uHXk1vGca9ltC,5.1,5.1,101,3,6,15
CROWN MELON SHIRO,6sjtUA8uHXk1vGca9ltC,64.0,74.0,100,14,6,15
KINMEDAI,6sjtUA8uHXk1vGca9ltC,58.0,146.0,94,14,6,15
AKAMUTSU,6sjtUA8uHXk1vGca9ltC,86.0,320.0,94,14,6,15
MARUKYO NARABESEA URCHIN AA,6sjtUA8uHXk1vGca9ltC,101.5,224.4,79,14,6,15
KINOME,6sjtUA8uHXk1vGca9ltC,12.0,45.0,76,14,6,15
ITO MITSUBA,6sjtUA8uHXk1vGca9ltC,3.0,7.0,74,14,6,15
FZ SURIMI,6sjtUA8uHXk1vGca9ltC,27.0,27.0,70,3,6,15
SHIMA AJI,6sjtUA8uHXk1vGca9ltC,44.0,44.0,67,14,6,15
BLUEBERRY,0crseC3fJ4blre9g6H26,3.9,3.9,145,14,6,15
BLUEBERRY,SBARTemlIRP0og3eXx8u,4.2,4.3,141,14,6,15
BLUEBERRY,yPODHzRg7TAPcrDrNf17,3.9,3.9,165,14,6,15
BLUEBERRY,b22762c4-577c-4195-9c19-367b566625c4,4.0,4.5,190,14,6,15
BLUEBERRY,6hReMbtRVHmsFmp3Sy5r,4.3,4.5,130,14,6,15
BLUEBERRY,3l2ChN6QwY5x8JTRJajV,4.0,4.3,295,14,6,15
BLUEBERRY,Y7UmL0O87UJXe0mlOJ2h,3.5,5.5,482,14,6,15
BLUEBERRY,2SBVln3dsn5IX35mnJvy,3.0,4.5,260,14,6,15
BLUEBERRY,BURNTENDS,3.3,4.5,527,14,6,15
BLUEBERRY,WILDHONEY,3.5,4.3,1177,14,6,15
ROYANS RAVIOLES DU DAUPHINE,0crseC3fJ4blre9g6H26,19.0,19.0,141,14,6,35
ROYANS RAVIOLES DU DAUPHINE,yPODHzRg7TAPcrDrNf17,19.0,19.0,88,14,6,35
PAMPLIE UNSALTED FAT ROLL FROZEN,0crseC3fJ4blre9g6H26,7.1,7.1,140,14,6,1
PAMPLIE UNSALTED FAT ROLL FROZEN,yPODHzRg7TAPcrDrNf17,7.1,7.1,171,14,6,1
SOURDOUGH,0crseC3fJ4blre9g6H26,3.76,4.09,130,14,32,15
ANGUS BEEF SIRLOIN STEAK DAYS GRAIN FED BRAND JACKS CREEK CONDITION CHILLED COUNTRY AUSTRALIA,0crseC3fJ4blre9g6H26,40.2,40.2,125,9,3,34
POOLISH BAGUETTE,0crseC3fJ4blre9g6H26,78.6,78.6,120,14,6,15
EGGPLANT ROUND AUSTRALIA,0crseC3fJ4blre9g6H26,4.8,4.8,119,14,6,15
EGGPLANT ROUND AUSTRALIA,PICKLEVILLE,4.8,5.9,76,14,6,15
EGGPLANT ROUND AUSTRALIA,TCNs6ubTKBzMTsSdTGOe,4.2,5.9,220,14,6,15
EGGPLANT ROUND AUSTRALIA,6hReMbtRVHmsFmp3Sy5r,4.2,5.9,110,14,6,15
BURGER BUN,0crseC3fJ4blre9g6H26,1.12,1.12,116,14,24,18
HERITAGE BUTTER CRO,0crseC3fJ4blre9g6H26,54.6,54.6,111,14,6,15
HERB ARRUGULA,0crseC3fJ4blre9g6H26,19.5,19.5,109,17,20,15
HERB ARRUGULA,SBARTemlIRP0og3eXx8u,19.5,21.9,90,17,20,15
HERB ARRUGULA,PICKLEVILLE,18.0,21.9,89,17,20,15
HERB ARRUGULA,c70c071d-6fcb-4596-bd16-86a26c4e36fc,18.9,21.9,176,17,20,15
HERB ARRUGULA,3l2ChN6QwY5x8JTRJajV,16.0,21.9,464,17,20,15
HERB ARRUGULA,BURNTENDS,19.5,21.9,581,17,20,15
HERB ARRUGULA,tFwVht0zVlzfYANIVoKb,18.9,21.9,664,17,20,15
PASSIONFRUIT,0crseC3fJ4blre9g6H26,9.5,9.5,109,14,6,15
MARINATED CHICKEN CULLET,oLLwt6RtVdHvv2xTqvQD,27.5,27.5,179,19,29,17
ROYAL MILLER UHT MILK,oLLwt6RtVdHvv2xTqvQD,2.5,2.5,108,7,22,15
MASTER MARTINI MASTER GOURMET,oLLwt6RtVdHvv2xTqvQD,7.8,7.8,102,14,6,15
HOKI FILLET SO HOKI FILLET SKIN ON,oLLwt6RtVdHvv2xTqvQD,96.56,97.92,98,6,5,15
SAPORITO CHIFFERINI RIGATI,oLLwt6RtVdHvv2xTqvQD,2.2,2.2,98,14,6,15
BOARD CAKE ROUNDGOLD,ug4Z8SOj0N1E87IPPIod,22.6,22.6,170,14,9,15
BOARD CAKE ROUNDGOLD,e86962a1-82e3-4047-a0df-00cddc9db524,8.0,19.0,251,14,9,15
LA FERMIERE UNSALTED BUTTER,ug4Z8SOj0N1E87IPPIod,3.0,148.0,169,14,6,1
DEZAAN COCOA POWDER,ug4Z8SOj0N1E87IPPIod,10.0,10.0,164,14,25,15
TWIN COWS UHT MILK,ug4Z8SOj0N1E87IPPIod,20.0,20.0,156,14,6,15
SOUTH CAPE CREAM CHEESE,ug4Z8SOj0N1E87IPPIod,16.0,21.0,146,13,6,39
CHEESE MASCARPONECIRESA,ug4Z8SOj0N1E87IPPIod,9.5,11.5,129,13,6,15
ANCHOR UHT WHIPPING LTR,ug4Z8SOj0N1E87IPPIod,67.2,88.8,106,14,6,15
WHITE CHOCOLATE BUTTONS BAKELAB SINGAPORE,ug4Z8SOj0N1E87IPPIod,14.5,14.5,105,22,10,8
